,precision,recall,f1-score,support
1871,1.0,0.2,0.3333333333333333,5.0
1872,0.0,0.0,0.0,2.0
1873,0.0,0.0,0.0,1.0
1874,0.0,0.0,0.0,0.0
1875,0.0,0.0,0.0,9.0
1876,0.0,0.0,0.0,6.0
1877,0.0,0.0,0.0,12.0
1878,1.0,0.2,0.3333333333333333,5.0
1879,0.0,0.0,0.0,6.0
188,0.0,0.0,0.0,3.0
1880,0.0,0.0,0.0,4.0
1881,0.0,0.0,0.0,2.0
1882,0.0,0.0,0.0,2.0
1883,0.0,0.0,0.0,0.0
1884,0.0,0.0,0.0,3.0
1885,0.125,1.0,0.2222222222222222,1.0
1888,0.0,0.0,0.0,3.0
189,0.0,0.0,0.0,6.0
1891,0.0,0.0,0.0,1.0
1892,0.0,0.0,0.0,2.0
1893,0.0,0.0,0.0,0.0
1894,0.0,0.0,0.0,1.0
1895,0.0,0.0,0.0,15.0
1896,0.0,0.0,0.0,2.0
1898,0.14285714285714285,0.25,0.18181818181818182,4.0
1899,0.0,0.0,0.0,13.0
